#	bench-name	unmod-time	unmod-error	mod-time	mod-error	
perft_01_chess_incremental      	5219401	119524	5197711	188660	
perft_01_shakmaty               	7278662	144231	7381645	85652	
perft_02_chess_incremental      	5226349	148774	5193177	122412	
perft_02_shakmaty               	7324863	107833	7409194	220913	
perft_03_chess_incremental      	15952886	227217	15795200	176481	
perft_03_shakmaty               	20720171	350130	21242965	182203	
perft_04_chess_incremental      	15892026	460789	15795147	287831	
perft_04_shakmaty               	21385751	4475134	21105322	321607	
perft_05_chess_incremental      	8539009	157029	8402501	269615	
perft_05_shakmaty               	10371097	670818	10581422	102150	
perft_06_chess_incremental      	8573652	2934863	8409661	283405	
perft_06_shakmaty               	10558065	1079000	10606138	417922	
perft_07_chess_incremental      	10081322	360879	9925624	123314	
perft_07_shakmaty               	12171821	217258	12450880	673556	
perft_08_chess_incremental      	10133221	147109	9958009	154641	
perft_08_shakmaty               	12082662	234912	12516504	238344	
perft_09_chess_incremental      	2589504	65950	2584655	63780	
perft_09_shakmaty               	6615796	106692	6676318	175357	
perft_10_chess_incremental      	2587717	33522	2608969	70140	
perft_10_shakmaty               	6531970	147434	6553376	87155	
perft_11_chess_incremental      	4308565	135058	4190970	101319	
perft_11_shakmaty               	10390939	253319	10309152	88288	
perft_12_chess_incremental      	4290419	83372	4200840	119408	
perft_12_shakmaty               	10345089	171342	10351780	146504	
perft_13_chess_incremental      	19536420	1276510	19334565	312279	
perft_13_shakmaty               	30730050	952681	31365314	386740	
perft_14_chess_incremental      	19451878	579042	19172789	323891	
perft_14_shakmaty               	31263416	897035	31501635	375690	
perft_15_chess_incremental      	2634147	93948	2618243	50297	
perft_15_shakmaty               	5310108	141956	5377915	225611	
perft_16_chess_incremental      	2627606	103067	2627106	44400	
perft_16_shakmaty               	5381221	172267	5411981	99485	
perft_17_chess_incremental      	2932414	49754	2889887	131935	
perft_17_shakmaty               	3673918	177375	3758157	56650	
perft_18_chess_incremental      	2947206	125769	2887249	58830	
perft_18_shakmaty               	3647152	78940	3764311	62364	
perft_19_chess_incremental      	1436720	766307	1393276	15283	
perft_19_shakmaty               	1907420	85734	1957803	44728	
perft_20_chess_incremental      	1413058	112880	1390094	17019	
perft_20_shakmaty               	1880585	83166	1959409	43912	
perft_21_chess_incremental      	31992	643	31743	607	
perft_21_shakmaty               	39071	1119	40106	207	
perft_22_chess_incremental      	32340	2114	31819	303	
perft_22_shakmaty               	38750	3928	40588	1005	
perft_23_chess_incremental      	4173218	157542	4129507	52663	
perft_23_shakmaty               	5898453	534500	6027264	131388	
perft_24_chess_incremental      	4165820	350806	4126077	68913	
perft_24_shakmaty               	5863242	136940	6054184	136806	
perft_25_chess_incremental      	458578	68527	448160	7264	
perft_25_shakmaty               	651338	16290	667475	56040	
perft_26_chess_incremental      	454328	13959	447087	6658	
perft_26_shakmaty               	648521	60147	665504	5428	
perft_kiwipete_chess_incremental	11753102	454176	11798706	243009	
perft_kiwipete_shakmaty         	23319328	496444	23422367	248925	
