#	bench-name	unmod-time	unmod-error	mod-time	mod-error	
bench_slice_10000_false	8364	52	1	0	
bench_slice_10000_odd  	12561	52	8390	15	
bench_slice_10000_true 	3	0	1	0	
bench_slice_1000_false 	847	4	1	0	
bench_slice_1000_odd   	1275	7	863	2	
bench_slice_1000_true  	3	0	1	0	
bench_slice_100_false  	97	0	1	0	
bench_slice_100_odd    	130	0	96	0	
bench_slice_100_true   	3	0	1	0	
bench_slice_10_false   	12	0	1	0	
bench_slice_10_odd     	17	1	14	0	
bench_slice_10_true    	3	0	1	0	
bench_slice_1_false    	4	0	1	0	
bench_slice_1_odd      	6	1	4	0	
bench_slice_1_true     	3	0	1	0	
bench_vec_10000_false  	65824	1404	64990	428	
bench_vec_10000_odd    	135855	3565	132565	3688	
bench_vec_10000_true   	65734	1042	64903	1163	
bench_vec_1000_false   	7271	98	7152	34	
bench_vec_1000_odd     	14849	784	14560	922	
bench_vec_1000_true    	7241	123	7164	23	
bench_vec_100_false    	1316	13	1347	20	
bench_vec_100_odd      	2390	242	2423	245	
bench_vec_100_true     	1314	25	1339	39	
bench_vec_10_false     	302	69	313	67	
bench_vec_10_odd       	352	113	375	103	
bench_vec_10_true      	308	18	314	20	
bench_vec_1_false      	51	0	54	0	
bench_vec_1_odd        	52	0	55	1	
bench_vec_1_true       	51	0	53	0	
