#	bench-name	unmod-time	unmod-error	mod-time	mod-error	
bench_all_to_all                        	210469960	20924232	205552340	11343716	
bench_arena_construction                	1392746	405511	1407160	279876	
bench_arena_query                       	752264	39746	751172	22848	
bench_arena_query_geom                  	1394165	84312	1390738	59905	
bench_arena_query_norm                  	751487	41237	750631	7473	
bench_arena_query_norm_geom             	1391424	71102	1390581	113355	
bench_query                             	758362	78812	750673	25973	
bench_rstarpt_construction              	2091636	237751	2061505	91150	
bench_rstarpt_construction_with_tangents	222941	22605	218751	3908	
