#	bench-name	unmod-time	unmod-error	nobc-time	nobc-error	nobc+sl-time	nobc+sl-error	safelib-time	safelib-error	
first_order_100	150506.5641025641	2257.3014044443084	157701.12820512822	1318.8967063515565	157100.23076923078	928.926136599882	158001.58974358975	968.8777996548569	
first_order_10k	15083155.358974358	208578.2942663273	15802784.564102564	65118.16276695256	15738533.58974359	91929.39437742924	15843156.512820512	97363.0412248792	
first_order_1k	1504898.564102564	22821.63210392535	1572853.1282051282	6266.171919284133	1571305.2307692308	9280.917796849284	1583183.2051282052	9293.53777461408	
first_order_1k_ref	571728.2051282051	3673.392822680049	584453.2564102564	3038.1411634625497	583358.9743589744	4709.3064244475045	582019.1282051282	5618.659422096358	
second_order_100	78535.30769230769	123.46330376563654	78617.51282051283	154.4704555263117	87601.61538461539	106.81750922079266	86406.53846153847	88.79617864087886	
second_order_10k	7862090.205128205	12785.255797365819	7859177.102564103	17380.50901528796	8777608.076923076	10207.056376148694	8647817.58974359	12399.755683527674	
second_order_1k	785188.3076923077	1271.9082403979112	786190.8205128205	1570.4688810179878	876449.4871794871	778.4070147454128	863541.6666666666	881.8160263192682	
sample	21.05128205128205	0.3161237950240503	21.102564102564102	0.4411448854893654	21.94871794871795	0.3161237950240503	22.0	0.22645540682891915	
send	252.10256410256412	1.7801594828420282	251.51282051282053	1.6151811023613973	251.56410256410257	2.1458949695289924	251.71794871794873	2.1357604536367996	
send_and_sample	269.28205128205127	1.8390175463631906	269.02564102564105	2.3368527979619387	269.1025641025641	2.579951021149797	269.1025641025641	1.9973684199128663	
